"","X","Time.Range","Vessel.ID","Flag","Vessel.Name","Entry.Timestamp","Exit.Timestamp","Gear.Type","Vessel.Type","MMSI","IMO","CallSign","First.Transmission.Date","Last.Transmission.Date","Apparent.Fishing.Hours","month","quarter","id"
"6320",15422,"2021-07","19d3ba08f-fde6-8b5e-4fdc-4695c611aa03","ITA","IMPAVIDO I`","2021-01-04 07:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247088050",NA,"IIIB2","2012-11-19 04:16:22","2025-07-18 14:21:16",3.45,7,3,"12G2"
"6321",15428,"2021-08","4595bd1f2-2254-4f41-bf7b-5b956222a1f6","ITA","FORTUNATA","2021-01-04 04:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247099810",NA,"INBS","2013-05-20 07:30:39","2025-07-18 11:30:32",69.96,8,3,"13G1"
"6322",15429,"2021-08","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",5.58,8,3,"13G0"
"6323",15453,"2021-07","188ebc849-995e-103f-de7a-98c956e59f3f","ITA","SAN.PIETRO I","2021-01-04 04:00:00","2021-10-29 12:00:00","TRAWLERS","FISHING","247149790",NA,"IFCR2","2018-11-19 10:42:26","2024-11-29 17:44:49",2.9,7,3,"12G1"
"6324",15455,"2021-06","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS","2021-01-27 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247069530",NA,"IOEE","2020-12-14 00:50:07","2025-07-12 08:35:22",2.05,6,3,"14G0"
"6325",15462,"2021-08","bf7a316cc-ca08-8259-d4af-7fce99807831","ITA","MORLE II","2021-01-03 06:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247081680",NA,"IZAV","2019-07-12 09:06:05","2025-07-20 23:59:18",6.61,8,3,"15G0"
"6326",15469,"2021-08","bf7a316cc-ca08-8259-d4af-7fce99807831","ITA","MORLE II","2021-01-03 06:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247081680",NA,"IZAV","2019-07-12 09:06:05","2025-07-20 23:59:18",6.5,8,3,"15G0"
"6327",15480,"2021-07","ce8a831f4-4a0c-07ab-bd47-41342088ed6d","ITA","ANASTASIA","2021-01-04","2021-12-29 11:00:00","TRAWLERS","FISHING","247066860",NA,"IRAV","2013-05-22 16:53:29","2025-07-20 23:59:18",7.16,7,3,"15G0"
"6328",15486,"2021-07","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247066420",NA,NA,"2013-09-19 00:56:46","2025-07-18 18:00:47",0.28,7,3,"14G0"
"6329",15490,"2021-08","1d92f6f7b-b03c-0265-3460-f6247b0b3c64","ITA","NONNO CIRO","2021-01-04 03:00:00","2021-12-30 08:00:00","TRAWLERS","FISHING","247092850",NA,"ILPG","2013-04-29 03:13:52","2025-07-19 11:05:07",10.49,8,3,"12G2"
"6330",15498,"2021-06","eb7ba4542-21a3-7c0d-607c-6d09d5218877","ITA","S. FERMINA","2021-01-04 03:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247094310",NA,"IIIL","2013-05-17 05:04:21","2025-07-16 14:29:29",12.34,6,3,"13G1"
"6331",15505,"2021-07","a1cb5f6a7-786c-c2a9-17bb-bde83787f6d2","ITA","CRESCENZO 1","2021-01-04 03:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247128190",NA,NA,"2018-10-31 05:22:20","2025-07-19 07:42:53",2.82,7,3,"13G1"
"6332",15507,"2021-06","eb7ba4542-21a3-7c0d-607c-6d09d5218877","ITA","S. FERMINA","2021-01-04 03:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247094310",NA,"IIIL","2013-05-17 05:04:21","2025-07-16 14:29:29",12.24,6,3,"13G1"
"6333",15508,"2021-07","580c970e4-4213-4f9c-ae9f-f6ed1871dc6e","ITA","AGOSTINO IMPERATO","2021-01-04 03:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092790",NA,"IZNI","2013-04-23 23:18:30","2025-07-20 23:56:11",23.86,7,3,"12G2"
"6334",15513,"2021-08","3a2bc0d9f-f2c8-12ad-ddc4-785d1994907d","ITA","MARETTO","2021-01-08 11:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066290",NA,NA,"2013-06-16 23:21:56","2025-07-19 08:13:16",5.96,8,3,"13G1"
"6335",15529,"2021-08","3a2bc0d9f-f2c8-12ad-ddc4-785d1994907d","ITA","MARETTO","2021-01-08 11:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066290",NA,NA,"2013-06-16 23:21:56","2025-07-19 08:13:16",17.66,8,3,"13G1"
"6336",15530,"2021-06","c00e8f8fa-a22a-f5cb-c833-b9366d851de5","ITA","FRIDA","2021-01-04 05:00:00","2021-12-23 11:00:00","TRAWLERS","FISHING","247065690",NA,"IUXA","2013-05-02 01:49:30","2025-07-20 23:59:35",0.83,6,3,"14G0"
"6337",15537,"2021-07","240bd4799-9864-03e2-03e5-81046322d29e","ITA","PAOLA MADRE","2021-01-04 10:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247090910",NA,"ILTG","2013-02-08 16:19:43","2025-07-20 23:59:44",20.76,7,3,"11G2"
"6338",15538,"2021-06","029e738bc-c6a6-bc59-12ce-483f333c1d4d","ITA","MIRELLA","2021-01-03 06:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247065730",NA,"INRH","2017-08-20 11:43:11","2025-07-20 23:42:50",40.73,6,3,"13G0"
"6339",15540,"2021-07","029e738bc-c6a6-bc59-12ce-483f333c1d4d","ITA","MIRELLA","2021-01-03 06:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247065730",NA,"INRH","2017-08-20 11:43:11","2025-07-20 23:42:50",6.41,7,3,"14G0"
"6340",15545,"2021-07","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS","2021-01-27 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247069530",NA,"IOEE","2020-12-14 00:50:07","2025-07-12 08:35:22",2.76,7,3,"14G0"
"6341",15547,"2021-06","eb7ba4542-21a3-7c0d-607c-6d09d5218877","ITA","S. FERMINA","2021-01-04 03:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247094310",NA,"IIIL","2013-05-17 05:04:21","2025-07-16 14:29:29",1.91,6,3,"12G1"
"6342",15550,"2021-07","2de3cda92-2405-3349-8ad5-0ef180e81e1a","ITA","LIBERA","2021-01-04 04:00:00","2021-12-29 15:00:00","TRAWLERS","FISHING","247096930",NA,"IRMM","2013-02-18 02:16:45","2025-07-20 23:55:21",3.19,7,3,"13G0"
"6343",15552,"2021-07","a1cb5f6a7-786c-c2a9-17bb-bde83787f6d2","ITA","CRESCENZO 1","2021-01-04 03:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247128190",NA,NA,"2018-10-31 05:22:20","2025-07-19 07:42:53",2.35,7,3,"12G1"
"6344",15556,"2021-07","232e1b598-8373-719a-adc4-f14290e5318e","ITA","GIACOMO","2021-01-04 05:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247093040",NA,"INSI","2013-04-02 03:05:29","2024-10-28 12:40:57",30.15,7,3,"12G1"
"6345",15557,"2021-08","c00e8f8fa-a22a-f5cb-c833-b9366d851de5","ITA","FRIDA","2021-01-04 05:00:00","2021-12-23 11:00:00","TRAWLERS","FISHING","247065690",NA,"IUXA","2013-05-02 01:49:30","2025-07-20 23:59:35",8.97,8,3,"14G0"
"6346",15578,"2021-06","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",0.31,6,3,"13F9"
"6347",15578,"2021-06","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",0.31,6,3,"13G0"
"6348",15578,"2021-06","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",0.31,6,3,"14F9"
"6349",15578,"2021-06","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",0.31,6,3,"14G0"
"6350",15582,"2021-06","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",15.75,6,3,"13G0"
"6351",15587,"2021-07","232e1b598-8373-719a-adc4-f14290e5318e","ITA","GIACOMO","2021-01-04 05:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247093040",NA,"INSI","2013-04-02 03:05:29","2024-10-28 12:40:57",1.02,7,3,"12G1"
"6352",15589,"2021-07","73f0bbb55-5d59-9cab-dd39-c56b0c8e7c20","ITA","RAIMONDO SFERLAZZO","2021-01-04 05:00:00","2021-12-30 07:00:00","TRAWLERS","FISHING","247250620",NA,"ILWO.2","2013-05-20 01:15:41","2025-07-18 14:14:07",3.88,7,3,"11G2"
"6353",15596,"2021-07","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA","2021-01-03 23:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066180",NA,"IMQF","2013-06-14 14:34:51","2025-07-18 16:28:11",3.47,7,3,"13G0"
"6354",15599,"2021-07","8c04ecd47-7037-fc2f-8195-d663a9d8e636","ITA","NUOVA MAREA","2021-03-02 23:00:00","2021-11-24 19:00:00","TRAWLERS","FISHING","247220130",NA,"IRBA","2013-02-26 13:19:31","2025-07-20 23:58:50",3.68,7,3,"14G0"
"6355",15603,"2021-08","600bb00eb-ba6e-544a-aaeb-2faf39dbca21","ITA","BACICIN V","2021-01-04 07:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247049280",NA,"ILVP","2013-05-29 10:34:51","2025-07-18 18:08:19",29.89,8,3,"17F8"
"6356",15607,"2021-06","e805685ad-d03d-bf5e-ec01-0e7c15b976af","ITA","FRECCIA","2021-02-24 03:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247068070",NA,"INKZ","2013-06-04 00:41:26","2025-07-20 23:56:22",23.41,6,3,"13G1"
"6357",15616,"2021-08","188ebc849-995e-103f-de7a-98c956e59f3f","ITA","SAN.PIETRO I","2021-01-04 04:00:00","2021-10-29 12:00:00","TRAWLERS","FISHING","247149790",NA,"IFCR2","2018-11-19 10:42:26","2024-11-29 17:44:49",13.86,8,3,"12G1"
"6358",15617,"2021-07","17369ded3-316e-47fe-dbd2-9296123a9216","ITA","ISABELLA","2021-01-03 09:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247065440",NA,"IOWM","2013-03-25 02:43:51","2025-07-20 23:37:47",0.99,7,3,"14G0"
"6359",15621,"2021-08","188ebc849-995e-103f-de7a-98c956e59f3f","ITA","SAN.PIETRO I","2021-01-04 04:00:00","2021-10-29 12:00:00","TRAWLERS","FISHING","247149790",NA,"IFCR2","2018-11-19 10:42:26","2024-11-29 17:44:49",7.81,8,3,"12G2"
"6360",15623,"2021-07","17369ded3-316e-47fe-dbd2-9296123a9216","ITA","ISABELLA","2021-01-03 09:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247065440",NA,"IOWM","2013-03-25 02:43:51","2025-07-20 23:37:47",3.67,7,3,"14G0"
"6361",15640,"2021-07","17369ded3-316e-47fe-dbd2-9296123a9216","ITA","ISABELLA","2021-01-03 09:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247065440",NA,"IOWM","2013-03-25 02:43:51","2025-07-20 23:37:47",23.24,7,3,"14G0"
"6362",15661,"2021-07","10a08ce71-17e9-f2b1-204a-88df7da4cd6f","ITA","DESTRIERO I","2021-01-04 03:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247122360",NA,"IQPL","2014-04-07 01:50:15","2025-07-18 16:57:10",4.35,7,3,"12G1"
"6363",15668,"2021-07","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA","2021-01-03 23:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066180",NA,"IMQF","2013-06-14 14:34:51","2025-07-18 16:28:11",3.74,7,3,"13G0"
"6364",15680,"2021-08","b0debeac4-4fb9-7b82-4378-606440ec6781","ITA","RINASCITA","2021-01-04 08:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247090950",NA,"ISFK","2013-02-04 23:52:39","2025-07-19 08:12:23",2.03,8,3,"12G2"
"6365",15719,"2021-06","a1cb5f6a7-786c-c2a9-17bb-bde83787f6d2","ITA","CRESCENZO 1","2021-01-04 03:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247128190",NA,NA,"2018-10-31 05:22:20","2025-07-19 07:42:53",16.96,6,3,"12G1"
"6366",15722,"2021-06","240bd4799-9864-03e2-03e5-81046322d29e","ITA","PAOLA MADRE","2021-01-04 10:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247090910",NA,"ILTG","2013-02-08 16:19:43","2025-07-20 23:59:44",1.75,6,3,"11G2"
"6367",15727,"2021-07","029e738bc-c6a6-bc59-12ce-483f333c1d4d","ITA","MIRELLA","2021-01-03 06:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247065730",NA,"INRH","2017-08-20 11:43:11","2025-07-20 23:42:50",14.16,7,3,"13G0"
"6368",15734,"2021-08","bcdc0dac8-8699-2496-8587-0dfd5c9b2b24","ITA","CARMELA FIGLIA","2021-01-04 01:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247063630",NA,"IJQO","2013-05-14 17:39:58","2025-07-20 23:59:34",18.18,8,3,"16F9"
"6369",15735,"2021-07","a39b3015f-f21e-6757-9ce4-84ad87e94dca","ITA","SS ANNUNZIATA","2021-01-04 03:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247099790",NA,"IKQO","2013-04-10 02:25:03","2025-07-18 12:29:21",6.28,7,3,"13G1"
"6370",15737,"2021-08","48a4f570e-e223-7593-a807-90e52eaf60f8","ITA","ILCORSARO","2021-07-20 11:00:00","2021-10-01 12:00:00","TRAWLERS","FISHING","247103220",NA,"IIPX2","2021-06-18 07:52:03","2024-04-02 10:09:35",14.42,8,3,"17F9"
"6371",15742,"2021-06","a1cb5f6a7-786c-c2a9-17bb-bde83787f6d2","ITA","CRESCENZO 1","2021-01-04 03:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247128190",NA,NA,"2018-10-31 05:22:20","2025-07-19 07:42:53",0.33,6,3,"12G1"
"6372",15743,"2021-06","4595bd1f2-2254-4f41-bf7b-5b956222a1f6","ITA","FORTUNATA","2021-01-04 04:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247099810",NA,"INBS","2013-05-20 07:30:39","2025-07-18 11:30:32",2.98,6,3,"13G1"
"6373",15751,"2021-06","4595bd1f2-2254-4f41-bf7b-5b956222a1f6","ITA","FORTUNATA","2021-01-04 04:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247099810",NA,"INBS","2013-05-20 07:30:39","2025-07-18 11:30:32",12.4,6,3,"13G1"
"6374",15757,"2021-08","19d3ba08f-fde6-8b5e-4fdc-4695c611aa03","ITA","IMPAVIDO I`","2021-01-04 07:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247088050",NA,"IIIB2","2012-11-19 04:16:22","2025-07-18 14:21:16",0.26,8,3,"11G2"
"6375",15764,"2021-08","6d292d378-8dfa-7c9b-7b69-cd36b1ccdfa9","ITA","FURORE","2021-01-04","2021-12-23 14:00:00","TRAWLERS","FISHING","247101230",NA,"IKRH","2013-06-04 02:43:42","2025-07-18 16:35:18",10.6,8,3,"13G0"
"6376",15806,"2021-08","1185c3fd2-2f6d-0510-c52f-38af09cd5e8b","ITA","M/P MINA","2021-01-04 03:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247048870",NA,"IQLP","2013-06-01 09:19:45","2025-07-18 16:15:06",76.43,8,3,"16F7"
"6377",15809,"2021-07","478b14262-2ad1-7a58-fa40-5e9984d6abae","ITA","MARIANNA","2021-01-04 04:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247093010",NA,"IWPS","2013-03-20 00:12:19","2025-07-18 14:44:37",14.16,7,3,"12G2"
"6378",15814,"2021-08","1185c3fd2-2f6d-0510-c52f-38af09cd5e8b","ITA","M/P MINA","2021-01-04 03:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247048870",NA,"IQLP","2013-06-01 09:19:45","2025-07-18 16:15:06",23.45,8,3,"16F8"
"6379",15815,"2021-08","beb9ae3d4-4062-d7b2-0c1f-a066626a3eeb","ITA","N.VITTORIO-FILIPPO","2021-01-04 05:00:00","2021-12-28 11:00:00","TRAWLERS","FISHING","247044920",NA,"IOPF","2014-05-26 04:21:13","2025-07-18 16:55:41",1.43,8,3,"17F8"
"6380",15819,"2021-06","9d21bfa42-25e5-d309-5e57-29169c576f72","ITA","TOMMASO DE SIMONE","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247110830",NA,"IVGI","2013-03-18 11:50:22","2025-07-18 15:00:22",2.67,6,3,"13G1"
"6381",15827,"2021-07","3c1198b91-1893-33bd-d11f-7306d36e2d7a","ITA","F/V GRAZIA ROSA II","2021-01-04 02:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247048990",NA,"IWMC","2014-03-31 03:10:03","2025-07-19 14:53:03",240.82,7,3,"16F7"
"6382",15828,"2021-07","268292ae9-906d-53a3-efd6-1cf0bea578d1","ITA","F/V PATRIZIA","2021-01-05 07:00:00","2021-12-28 12:00:00","TRAWLERS","FISHING","247042850",NA,"INGP","2014-05-05 06:13:15","2025-07-18 17:31:43",8.21,7,3,"16F7"
"6383",15854,"2021-07","5568a3ba3-30ea-01f4-1a45-07c8717d7fea","ITA","CERNIA","2021-02-23 04:00:00","2021-12-19 10:00:00","TRAWLERS","FISHING","247303790",NA,"ILLK","2013-04-15 06:32:03","2024-09-30 15:41:14",16.97,7,3,"13G0"
"6384",15855,"2021-07","243942918-83f7-ad86-4a56-e4954dc2f210","ITA","S.VINCENZO","2021-01-04 05:00:00","2021-12-30 08:00:00","TRAWLERS","FISHING","247092920",NA,"IPBA","2013-04-21 22:38:02","2024-01-12 12:01:38",18.94,7,3,"12G2"
"6385",15857,"2021-07","bae0ea02d-dae5-e443-2f40-54bd22f650d2","ITA","OSCAR","2021-01-04 03:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247094340",NA,"IQSV","2013-05-02 01:10:38","2025-07-20 07:09:56",0.96,7,3,"12G1"
"6386",15861,"2021-06","ff20b1344-4a7e-17fa-8157-251efb07d8a0","ITA","SAVERIO_P","2021-01-04 06:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247080330",NA,"IMCC","2014-11-19 00:16:04","2024-04-04 15:32:38",15.56,6,3,"11G2"
"6387",15866,"2021-07","5568a3ba3-30ea-01f4-1a45-07c8717d7fea","ITA","CERNIA","2021-02-23 04:00:00","2021-12-19 10:00:00","TRAWLERS","FISHING","247303790",NA,"ILLK","2013-04-15 06:32:03","2024-09-30 15:41:14",1.79,7,3,"13G0"
"6388",15880,"2021-07","a1cb5f6a7-786c-c2a9-17bb-bde83787f6d2","ITA","CRESCENZO 1","2021-01-04 03:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247128190",NA,NA,"2018-10-31 05:22:20","2025-07-19 07:42:53",33.95,7,3,"12G1"
"6389",15883,"2021-07","2de3cda92-2405-3349-8ad5-0ef180e81e1a","ITA","LIBERA","2021-01-04 04:00:00","2021-12-29 15:00:00","TRAWLERS","FISHING","247096930",NA,"IRMM","2013-02-18 02:16:45","2025-07-20 23:55:21",4.16,7,3,"13F9"
"6390",15887,"2021-07","a1cb5f6a7-786c-c2a9-17bb-bde83787f6d2","ITA","CRESCENZO 1","2021-01-04 03:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247128190",NA,NA,"2018-10-31 05:22:20","2025-07-19 07:42:53",2,7,3,"12G1"
"6391",15889,"2021-07","2de3cda92-2405-3349-8ad5-0ef180e81e1a","ITA","LIBERA","2021-01-04 04:00:00","2021-12-29 15:00:00","TRAWLERS","FISHING","247096930",NA,"IRMM","2013-02-18 02:16:45","2025-07-20 23:55:21",27.9,7,3,"13G0"
"6392",15892,"2021-07","2de3cda92-2405-3349-8ad5-0ef180e81e1a","ITA","LIBERA","2021-01-04 04:00:00","2021-12-29 15:00:00","TRAWLERS","FISHING","247096930",NA,"IRMM","2013-02-18 02:16:45","2025-07-20 23:55:21",2.58,7,3,"13G0"
"6393",15894,"2021-06","029e738bc-c6a6-bc59-12ce-483f333c1d4d","ITA","MIRELLA","2021-01-03 06:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247065730",NA,"INRH","2017-08-20 11:43:11","2025-07-20 23:42:50",2.54,6,3,"13G0"
"6394",15896,"2021-07","240bd4799-9864-03e2-03e5-81046322d29e","ITA","PAOLA MADRE","2021-01-04 10:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247090910",NA,"ILTG","2013-02-08 16:19:43","2025-07-20 23:59:44",18.12,7,3,"11G2"
"6395",15902,"2021-06","029e738bc-c6a6-bc59-12ce-483f333c1d4d","ITA","MIRELLA","2021-01-03 06:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247065730",NA,"INRH","2017-08-20 11:43:11","2025-07-20 23:42:50",2.28,6,3,"13G0"
"6396",15903,"2021-07","240bd4799-9864-03e2-03e5-81046322d29e","ITA","PAOLA MADRE","2021-01-04 10:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247090910",NA,"ILTG","2013-02-08 16:19:43","2025-07-20 23:59:44",5.65,7,3,"11G2"
"6397",15904,"2021-06","a39b3015f-f21e-6757-9ce4-84ad87e94dca","ITA","SS ANNUNZIATA","2021-01-04 03:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247099790",NA,"IKQO","2013-04-10 02:25:03","2025-07-18 12:29:21",7.31,6,3,"13G1"
"6398",15915,"2021-06","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",18.59,6,3,"13G0"
"6399",15928,"2021-07","6d292d378-8dfa-7c9b-7b69-cd36b1ccdfa9","ITA","FURORE","2021-01-04","2021-12-23 14:00:00","TRAWLERS","FISHING","247101230",NA,"IKRH","2013-06-04 02:43:42","2025-07-18 16:35:18",9.8,7,3,"13G0"
"6400",15929,"2021-08","9cb3d20bc-c483-696c-326e-097343256b01","ITA","VINCENZO PADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247094330",NA,"INYD","2013-05-23 02:51:30","2025-07-18 15:13:53",9.15,8,3,"12G1"
"6401",15936,"2021-07","580c970e4-4213-4f9c-ae9f-f6ed1871dc6e","ITA","AGOSTINO IMPERATO","2021-01-04 03:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092790",NA,"IZNI","2013-04-23 23:18:30","2025-07-20 23:56:11",5.79,7,3,"12G1"
"6402",15937,"2021-06","eb7ba4542-21a3-7c0d-607c-6d09d5218877","ITA","S. FERMINA","2021-01-04 03:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247094310",NA,"IIIL","2013-05-17 05:04:21","2025-07-16 14:29:29",34.19,6,3,"13G1"
"6403",15944,"2021-07","580c970e4-4213-4f9c-ae9f-f6ed1871dc6e","ITA","AGOSTINO IMPERATO","2021-01-04 03:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092790",NA,"IZNI","2013-04-23 23:18:30","2025-07-20 23:56:11",8.92,7,3,"12G2"
"6404",15951,"2021-08","1d92f6f7b-b03c-0265-3460-f6247b0b3c64","ITA","NONNO CIRO","2021-01-04 03:00:00","2021-12-30 08:00:00","TRAWLERS","FISHING","247092850",NA,"ILPG","2013-04-29 03:13:52","2025-07-19 11:05:07",4.56,8,3,"12G1"
"6405",15962,"2021-07","268292ae9-906d-53a3-efd6-1cf0bea578d1","ITA","F/V PATRIZIA","2021-01-05 07:00:00","2021-12-28 12:00:00","TRAWLERS","FISHING","247042850",NA,"INGP","2014-05-05 06:13:15","2025-07-18 17:31:43",24.24,7,3,"16F7"
"6406",15969,"2021-06","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",13.37,6,3,"14G0"
"6407",15970,"2021-07","4595bd1f2-2254-4f41-bf7b-5b956222a1f6","ITA","FORTUNATA","2021-01-04 04:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247099810",NA,"INBS","2013-05-20 07:30:39","2025-07-18 11:30:32",1.19,7,3,"13G1"
"6408",15988,"2021-07","a8e7a4833-3700-0508-9a2d-ec87ae97a3a2","ITA","MARIAMADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247092830",NA,"IOXL","2013-05-07 10:50:35","2025-07-20 23:59:26",0.29,7,3,"12G2"
"6409",15999,"2021-07","aed00b1ce-ebe5-845c-ba85-129a87ed0c4a","ITA","TERESA MADRE","2021-01-04 05:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247041670",NA,"IKJO","2013-07-01 02:34:09","2025-07-18 15:17:15",6.48,7,3,"17F9"
"6410",16019,"2021-07","17369ded3-316e-47fe-dbd2-9296123a9216","ITA","ISABELLA","2021-01-03 09:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247065440",NA,"IOWM","2013-03-25 02:43:51","2025-07-20 23:37:47",6.17,7,3,"13G0"
"6411",16047,"2021-08","600bb00eb-ba6e-544a-aaeb-2faf39dbca21","ITA","BACICIN V","2021-01-04 07:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247049280",NA,"ILVP","2013-05-29 10:34:51","2025-07-18 18:08:19",23.16,8,3,"17F8"
"6412",16049,"2021-07","10a08ce71-17e9-f2b1-204a-88df7da4cd6f","ITA","DESTRIERO I","2021-01-04 03:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247122360",NA,"IQPL","2014-04-07 01:50:15","2025-07-18 16:57:10",2.38,7,3,"13G1"
"6413",16050,"2021-06","497c391b6-6ba9-4595-83ed-68fe74ed0958","ITA","PRIMO","2021-01-15 06:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247042630",NA,"IRXU","2014-06-23 04:20:40","2025-07-02 14:43:10",4.16,6,3,"13G1"
"6414",16068,"2021-06","497c391b6-6ba9-4595-83ed-68fe74ed0958","ITA","PRIMO","2021-01-15 06:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247042630",NA,"IRXU","2014-06-23 04:20:40","2025-07-02 14:43:10",8.83,6,3,"13G0"
